"s","nationality","birthYear"
"http://fr.dbpedia.org/resource/Toyō_Itō","http://fr.dbpedia.org/resource/Japon",1941
"http://fr.dbpedia.org/resource/Tumas_Dingli","http://fr.dbpedia.org/resource/Malte",1591
"http://fr.dbpedia.org/resource/Tuomo_Suomalainen","http://fr.dbpedia.org/resource/Finlande",1931
"http://fr.dbpedia.org/resource/Tuuli_Petäjä","http://fr.dbpedia.org/resource/Finlande",1983
"http://fr.dbpedia.org/resource/Ulrik_Plesner","http://fr.dbpedia.org/resource/Danemark",1861
"http://fr.dbpedia.org/resource/Uno_Ullberg","http://fr.dbpedia.org/resource/Finlande",1879
"http://fr.dbpedia.org/resource/Urho_August_Orola","http://fr.dbpedia.org/resource/Finlande",1887
"http://fr.dbpedia.org/resource/Ursula_Schwaller","http://fr.dbpedia.org/resource/Suisse",1976
"http://fr.dbpedia.org/resource/Valentinas_Mazuronis","http://fr.dbpedia.org/resource/Lituanie",1953
"http://fr.dbpedia.org/resource/Valter_Jung","http://fr.dbpedia.org/resource/Finlande",1879
"http://fr.dbpedia.org/resource/Valter_Thomé","http://fr.dbpedia.org/resource/Finlande",1874
"http://fr.dbpedia.org/resource/Victoire_Durand-Gasselin","http://fr.dbpedia.org/resource/Nationalité_française",1908
"http://fr.dbpedia.org/resource/Victor_Baltard","http://fr.dbpedia.org/resource/France",1805
"http://fr.dbpedia.org/resource/Victor_Boelens","http://fr.dbpedia.org/resource/Belgique",1872
"http://fr.dbpedia.org/resource/Victor_Bourgeois","http://fr.dbpedia.org/resource/Belgique",1897
"http://fr.dbpedia.org/resource/Victor_Delhez","http://fr.dbpedia.org/resource/Belgique",1902
"http://fr.dbpedia.org/resource/Victor_Dubois","http://fr.dbpedia.org/resource/France",1779
"http://fr.dbpedia.org/resource/Victor_Horta","http://fr.dbpedia.org/resource/Nationalité_belge",1861
"http://fr.dbpedia.org/resource/Victor_Lenoir","http://fr.dbpedia.org/resource/France",1805
"http://fr.dbpedia.org/resource/Victor_Pasmore","http://fr.dbpedia.org/resource/Royaume-Uni",1908
"http://fr.dbpedia.org/resource/Victor_Rogister","http://fr.dbpedia.org/resource/Belgique",1874
"http://fr.dbpedia.org/resource/Viggo_Dorph-Petersen","http://fr.dbpedia.org/resource/Danemark",1851
"http://fr.dbpedia.org/resource/Viktor_Hartmann","http://fr.dbpedia.org/resource/Russie",1834
"http://fr.dbpedia.org/resource/Viktor_Kovačić","http://fr.dbpedia.org/resource/Croatie",1874
"http://fr.dbpedia.org/resource/Vilho_Penttilä","http://fr.dbpedia.org/resource/Finlande",1868
"http://fr.dbpedia.org/resource/Viljo_Revell","http://fr.dbpedia.org/resource/Finlande",1910
"http://fr.dbpedia.org/resource/Vincent_Callebaut","http://fr.dbpedia.org/resource/Belgique",1977
"http://fr.dbpedia.org/resource/Vincent_Mangeat","http://fr.dbpedia.org/resource/Suisse",1941
"http://fr.dbpedia.org/resource/Vladimir_Couprianoff","http://fr.dbpedia.org/resource/Nationalité_française",1919
"http://fr.dbpedia.org/resource/Vladimir_Tatline","http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques",1885
"http://fr.dbpedia.org/resource/Väinö_Vähäkallio","http://fr.dbpedia.org/resource/Finlande",1886
"http://fr.dbpedia.org/resource/Víctor_Naudi_Zamora","http://fr.dbpedia.org/resource/Andorre",1958
"http://fr.dbpedia.org/resource/Waldemar_Andersin","http://fr.dbpedia.org/resource/Finlande",1870
"http://fr.dbpedia.org/resource/Waldemar_Wilenius","http://fr.dbpedia.org/resource/Finlande",1868
"http://fr.dbpedia.org/resource/Walter_Bresseleers","http://fr.dbpedia.org/resource/Nationalité_belge",1927
"http://fr.dbpedia.org/resource/Walter_Haag","http://fr.dbpedia.org/resource/Allemagne",1898
"http://fr.dbpedia.org/resource/Walter_Runeberg","http://fr.dbpedia.org/resource/Finlande",1838
"http://fr.dbpedia.org/resource/Wang_Shu","http://fr.dbpedia.org/resource/Chine",1963
"http://fr.dbpedia.org/resource/Werner_March","http://fr.dbpedia.org/resource/Allemagne",1894
"http://fr.dbpedia.org/resource/Werner_Polón","http://fr.dbpedia.org/resource/Finlande",1863
"http://fr.dbpedia.org/resource/Werner_Ruhnau","http://fr.dbpedia.org/resource/Allemagne",1922
"http://fr.dbpedia.org/resource/Werner_Sobek","http://fr.dbpedia.org/resource/Allemagne",1953
"http://fr.dbpedia.org/resource/Werner_von_Essen","http://fr.dbpedia.org/resource/Finlande",1875
"http://fr.dbpedia.org/resource/Wilhelm_Böckmann","http://fr.dbpedia.org/resource/Royaume_de_Prusse",1832
"http://fr.dbpedia.org/resource/Wilhelm_Denninger","http://fr.dbpedia.org/resource/Allemagne",1899
"http://fr.dbpedia.org/resource/Wilhelm_Reue","http://fr.dbpedia.org/resource/Allemagne",1893
"http://fr.dbpedia.org/resource/William_F._Baker","http://fr.dbpedia.org/resource/États-Unis",1953
"http://fr.dbpedia.org/resource/William_Flannery","http://fr.dbpedia.org/resource/États-Unis",1898
"http://fr.dbpedia.org/resource/William_Henry_Lynn","http://fr.dbpedia.org/resource/Royaume-Uni",1829
"http://fr.dbpedia.org/resource/William_Morris","http://fr.dbpedia.org/resource/Angleterre",1834
"http://fr.dbpedia.org/resource/William_Tite","http://fr.dbpedia.org/resource/Droit_de_la_nationalité_et_de_la_citoyenneté_britannique",1798
"http://fr.dbpedia.org/resource/Wojciech_Zabłocki","http://fr.dbpedia.org/resource/Pologne",1930
"http://fr.dbpedia.org/resource/Woldemar_Baeckman_(architecte)","http://fr.dbpedia.org/resource/Finlande",1911
"http://fr.dbpedia.org/resource/Wolf_D._Prix","http://fr.dbpedia.org/resource/Autriche",1942
"http://fr.dbpedia.org/resource/Wäinö_Gustaf_Palmqvist","http://fr.dbpedia.org/resource/Finlande",1882
"http://fr.dbpedia.org/resource/Yahya_Abdul-Mateen_II","http://fr.dbpedia.org/resource/États-Unis",1986
"http://fr.dbpedia.org/resource/Yeşim_Ustaoğlu","http://fr.dbpedia.org/resource/Turquie",1960
"http://fr.dbpedia.org/resource/Yomana_Koteich","http://fr.dbpedia.org/resource/Venezuela",1966
"http://fr.dbpedia.org/resource/Yrjö_Blomstedt","http://fr.dbpedia.org/resource/Finlande",1871
"http://fr.dbpedia.org/resource/Yrjö_Lindegren","http://fr.dbpedia.org/resource/Finlande",1900
"http://fr.dbpedia.org/resource/Zaha_Hadid","http://fr.dbpedia.org/resource/Royaume-Uni",1950
"http://fr.dbpedia.org/resource/Zdzisław_Otello_Horodecki","http://fr.dbpedia.org/resource/Pologne",1948
"http://fr.dbpedia.org/resource/Zvonko_Petričević","http://fr.dbpedia.org/resource/Yougoslavie",1940
"http://fr.dbpedia.org/resource/Édouard-Jean_Niermans","http://fr.dbpedia.org/resource/Pays-Bas",1859
"http://fr.dbpedia.org/resource/Édouard_Corroyer","http://fr.dbpedia.org/resource/France",1835
"http://fr.dbpedia.org/resource/Émile_Boutin_(peintre)","http://fr.dbpedia.org/resource/France",1874
"http://fr.dbpedia.org/resource/Émile_Coulon","http://fr.dbpedia.org/resource/Belgique",1825
"http://fr.dbpedia.org/resource/Émile_Deshayes","http://fr.dbpedia.org/resource/Belgique",1875
"http://fr.dbpedia.org/resource/Émile_Gaudissard","http://fr.dbpedia.org/resource/France",1872
"http://fr.dbpedia.org/resource/Étienne_Laclotte","http://fr.dbpedia.org/resource/France",1728
"http://fr.dbpedia.org/resource/Éva_Kaïlí","http://fr.dbpedia.org/resource/Grèce",1978
"http://fr.dbpedia.org/resource/Ödön_Lechner","http://fr.dbpedia.org/resource/Hongrie",1845
"http://fr.dbpedia.org/resource/Manfred_Wehdorn","http://fr.dbpedia.org/resource/Autriche",1942
"http://fr.dbpedia.org/resource/Manuel_Bayeu","http://fr.dbpedia.org/resource/Espagne",1740
"http://fr.dbpedia.org/resource/Manuelle_Gautrand","http://fr.dbpedia.org/resource/France",1961
"http://fr.dbpedia.org/resource/Marc_Barani","http://fr.dbpedia.org/resource/France",1957
"http://fr.dbpedia.org/resource/Marc_Hénard","http://fr.dbpedia.org/resource/France",1919
"http://fr.dbpedia.org/resource/Marcel_Kammerer","http://fr.dbpedia.org/resource/Autriche",1878
"http://fr.dbpedia.org/resource/Marcel_Lods","http://fr.dbpedia.org/resource/France",1891
"http://fr.dbpedia.org/resource/Marcel_Spittael","http://fr.dbpedia.org/resource/Belgique",1899
"http://fr.dbpedia.org/resource/Marcel_Van_Goethem","http://fr.dbpedia.org/resource/Belgique",1900
"http://fr.dbpedia.org/resource/Marcell_Komor","http://fr.dbpedia.org/resource/Hongrie",1868
"http://fr.dbpedia.org/resource/Marcello_Piacentini","http://fr.dbpedia.org/resource/Italie",1881
"http://fr.dbpedia.org/resource/Marco_Casagrande","http://fr.dbpedia.org/resource/Finlande",1971
"http://fr.dbpedia.org/resource/Mariano_Arana","http://fr.dbpedia.org/resource/Uruguay",1933
"http://fr.dbpedia.org/resource/Marie-José_Van_Hee","http://fr.dbpedia.org/resource/Belgique",1950
"http://fr.dbpedia.org/resource/Marine_Miroux","http://fr.dbpedia.org/resource/France",1977
"http://fr.dbpedia.org/resource/Mario_Botta","http://fr.dbpedia.org/resource/Suisse",1943
"http://fr.dbpedia.org/resource/Mario_Occhiuto","http://fr.dbpedia.org/resource/Italie",1964
"http://fr.dbpedia.org/resource/Mario_Palanti","http://fr.dbpedia.org/resource/Italie",1885
"http://fr.dbpedia.org/resource/Marius_Boyer","http://fr.dbpedia.org/resource/France",1885
"http://fr.dbpedia.org/resource/Marius_Dufresne","http://fr.dbpedia.org/resource/Canada",1883
"http://fr.dbpedia.org/resource/Marjorie_Eaton","http://fr.dbpedia.org/resource/États-Unis",1901
"http://fr.dbpedia.org/resource/Marta_de_Cidrac","http://fr.dbpedia.org/resource/Nationalité_française",1964
"http://fr.dbpedia.org/resource/Martti_Jaatinen","http://fr.dbpedia.org/resource/Finlande",1928
"http://fr.dbpedia.org/resource/Martti_Välikangas","http://fr.dbpedia.org/resource/Finlande",1893
"http://fr.dbpedia.org/resource/Martín_de_Aldehuela","http://fr.dbpedia.org/resource/Espagne",1729
"http://fr.dbpedia.org/resource/Mathias_Gerl","http://fr.dbpedia.org/resource/Autriche",1712
"http://fr.dbpedia.org/resource/Matti_Sanaksenaho","http://fr.dbpedia.org/resource/Finlande",1966
"http://fr.dbpedia.org/resource/Mauritz_Gripenberg","http://fr.dbpedia.org/resource/Finlande",1869
"http://fr.dbpedia.org/resource/Max_Rée","http://fr.dbpedia.org/resource/Danemark",1889
"http://fr.dbpedia.org/resource/Max_von_Ferstel","http://fr.dbpedia.org/resource/Autriche",1859
"http://fr.dbpedia.org/resource/Maxime_Brunfaut","http://fr.dbpedia.org/resource/Belgique",1909
"http://fr.dbpedia.org/resource/Melchior_Jeurgen","http://fr.dbpedia.org/resource/Belgique",1888
"http://fr.dbpedia.org/resource/Michael_Schmid_(homme_politique)","http://fr.dbpedia.org/resource/Autriche",1945
"http://fr.dbpedia.org/resource/Michel_Bardoul_de_la_Bigottière","http://fr.dbpedia.org/resource/France",1752
"http://fr.dbpedia.org/resource/Michel_Jaspers","http://fr.dbpedia.org/resource/Belgique",1935
"http://fr.dbpedia.org/resource/Michel_Kagan","http://fr.dbpedia.org/resource/France",1953
"http://fr.dbpedia.org/resource/Michel_Mossessian","http://fr.dbpedia.org/resource/France",1959
"http://fr.dbpedia.org/resource/Michel_de_Klerk","http://fr.dbpedia.org/resource/Pays-Bas",1884
"http://fr.dbpedia.org/resource/Mihailo_Valtrović","http://fr.dbpedia.org/resource/Serbie",1839
"http://fr.dbpedia.org/resource/Mihály_Pollack","http://fr.dbpedia.org/resource/Hongrie",1773
"http://fr.dbpedia.org/resource/Mikhaïl_Possokhine","http://fr.dbpedia.org/resource/Union_des_républiques_socialistes_soviétiques",1910
"http://fr.dbpedia.org/resource/Miklós_Ybl","http://fr.dbpedia.org/resource/Hongrie",1814
"http://fr.dbpedia.org/resource/Milan_Marić_(architecte)","http://fr.dbpedia.org/resource/Serbie",1940
"http://fr.dbpedia.org/resource/Milan_Zloković","http://fr.dbpedia.org/resource/Serbie",1898
"http://fr.dbpedia.org/resource/Milorad_Ruvidić","http://fr.dbpedia.org/resource/Serbie",1863
"http://fr.dbpedia.org/resource/Min_Hyeon_Sik","http://fr.dbpedia.org/resource/Corée_du_Sud",1946
"http://fr.dbpedia.org/resource/Mir_Hossein_Moussavi","http://fr.dbpedia.org/resource/Iran",1941
"http://fr.dbpedia.org/resource/Mirco_Ravanne","http://fr.dbpedia.org/resource/Italie",1928
